time,signal,taskEngagement,attention,meditation
160203182845,100,11.273018,0,0,7891,11913,58086
160203182845,100,11.273018,0,0,7891,11913,58086
160203182845,100,11.273018,0,0,7891,11913,58086
160203182845,100,11.273018,0,0,7891,11913,58086
160203182846,100,55.919094,0,0,45257,26627,54306
160203182846,100,55.919094,0,0,45257,26627,54306
160203182846,100,55.919094,0,0,45257,26627,54306
160203182846,100,55.919094,0,0,45257,26627,54306
160203182847,100,29.982494,0,0,102774,119854,222926
160203182847,100,29.982494,0,0,102774,119854,222926
160203182847,100,29.982494,0,0,102774,119854,222926
160203182847,100,29.982494,0,0,102774,119854,222926
160203182848,100,11.150203,0,0,75142,57061,616846
160203182848,100,11.150203,0,0,75142,57061,616846
160203182848,100,11.150203,0,0,75142,57061,616846
160203182848,100,11.150203,0,0,75142,57061,616846
160203182849,100,4.3207684,0,0,31007,72734,644893
160203182849,100,4.3207684,0,0,31007,72734,644893
160203182849,100,4.3207684,0,0,31007,72734,644893
160203182849,100,4.3207684,0,0,31007,72734,644893
160203182850,100,25.566631,0,0,6565,4259,21419
160203182850,100,25.566631,0,0,6565,4259,21419
160203182850,100,25.566631,0,0,6565,4259,21419
160203182850,100,25.566631,0,0,6565,4259,21419
160203182852,100,35.991306,0,0,38077,24699,81096
160203182852,100,35.991306,0,0,38077,24699,81096
160203182852,100,35.991306,0,0,38077,24699,81096
160203182852,100,35.991306,0,0,38077,24699,81096
160203182853,100,140.34607,0,0,66103,27971,19129
160203182853,100,140.34607,0,0,66103,27971,19129
160203182853,100,140.34607,0,0,66103,27971,19129
160203182853,100,140.34607,0,0,66103,27971,19129
160203182855,100,9.900038,0,0,32128,52936,271588
160203182855,100,9.900038,0,0,32128,52936,271588
160203182855,100,9.900038,0,0,32128,52936,271588
160203182855,100,9.900038,0,0,32128,52936,271588
160203182856,100,65.5171,0,0,63528,59759,37205
160203182856,100,65.5171,0,0,63528,59759,37205
160203182856,100,65.5171,0,0,63528,59759,37205
160203182856,100,65.5171,0,0,63528,59759,37205
160203182857,100,32.867535,0,0,74725,74067,153285
160203182857,100,32.867535,0,0,74725,74067,153285
160203182857,100,32.867535,0,0,74725,74067,153285
160203182857,100,32.867535,0,0,74725,74067,153285
160203182858,100,54.212658,0,0,528793,304289,671116
160203182858,100,54.212658,0,0,528793,304289,671116
160203182858,100,54.212658,0,0,528793,304289,671116
160203182858,100,54.212658,0,0,528793,304289,671116
160203182859,100,16.16041,0,0,503236,1289976,1824029
160203182859,100,16.16041,0,0,503236,1289976,1824029
160203182859,100,16.16041,0,0,503236,1289976,1824029
160203182859,100,16.16041,0,0,503236,1289976,1824029
